Variable,High_FinDep_Mean,Low_FinDep_Mean,Diff (High-Low),p-value
log_rd,8.869286760442847,8.471211783929006,0.3980749765138416,5.22646968357643e-11
rd_exp,228773.89888198758,668259.6616846785,-439485.76280269097,1.64517547191919e-18
size,15.330009020994703,15.331747916353091,-0.001738895358387893,0.9300330280814809
cash_ratio,0.1782484447583953,0.2087468355440332,-0.030498390785637902,2.7666672184741765e-66
tangibility,0.2727764757193431,0.22066237291241175,0.05211410280693135,2.7635850311379667e-127
leverage,0.4223360047568717,0.42589418083760056,-0.0035581760807288365,0.13527115259334105
tobin_q,1.5392869359389298,1.6835300228297716,-0.14424308689084175,9.584514173167535e-12
