代號,名稱,年/月,  現金及約當現金,  不動產廠房及設備,資產總額,負債總額,  研究發展費,來自營運之現金流量,  購置不動產廠房設備（含預付）－CFI
5478,智冠,2026/06,"4,447,473","332,601","20,089,140","10,091,993","157,051","1,857,338","-19,745"
5481,新華,2026/06,"215,505","134,045","1,502,839","330,687",0,"-6,156",0
5483,中美晶,2026/06,"36,736,775","126,750,797","270,496,442","147,767,732","1,637,576","5,366,003","-6,942,492"
5484,慧友,2026/06,"82,273","13,988","1,084,890","532,183","46,044","172,694",-716
5487,通泰,2026/06,"238,888","74,353","573,035","51,134","13,724","-6,476",-609
5488,松普,2026/06,"288,242","152,344","1,445,841","431,197","3,941","-52,410","-1,711"
5489,彩富,2026/06,"675,346","622,668","2,930,390","694,762","110,792","-105,269","-7,648"
5490,同亨,2026/06,"603,829","55,390","1,992,951","643,956","165,968","113,583","-2,526"
5493,三聯,2026/06,"1,474,699","972,396","6,655,118","3,591,146","10,785","317,999","-65,303"
5498,凱崴,2026/06,"331,755","1,326,250","4,343,304","2,132,861","2,086","-119,185","-7,225"
5508,永信建,2026/06,"186,094","17,047","19,260,878","13,798,906",0,"730,208",-174
5511,德昌,2026/06,"3,593,639","633,655","16,627,266","9,281,341",0,"1,061,228","-63,252"
5512,力麒,2026/06,"4,964,786","5,329,256","46,055,196","27,486,593","3,647","-741,474","-10,969"
5514,三豐,2026/06,"365,204","42,384","7,366,675","3,942,195",0,"-134,775",0
5515,建國,2026/06,"2,970,146","145,659","12,825,850","6,980,491",0,"700,342","-78,595"
5516,雙喜,2026/06,"208,815","341,492","3,177,605","2,712,426",0,"-15,079",-499
5519,隆大,2026/06,"2,141,799","48,021","13,826,482","8,153,889",0,"-279,630",-223
5520,力泰,2026/06,"482,792","1,040,133","4,748,546","1,292,475",0,"412,757","-32,733"
5521,工信,2026/06,"1,584,569","490,406","13,151,255","7,308,429",0,"-272,544","-15,909"
5522,遠雄,2026/06,"6,019,765","78,932","108,998,476","61,328,333",0,"-3,405,843","-9,912"
5523,豐謙,2026/06,"26,110","37,778","5,839,983","2,998,541",0,"-569,751",0
5525,順天,2026/06,"378,875","237,297","19,184,904","13,248,155",0,"1,413,433",-985
5529,鉅陞,2026/06,"128,416","171,955","5,134,185","3,528,843",0,"-201,592",0
5530,龍巖,2026/06,"739,766","7,426,820","83,329,993","52,041,614",0,"-453,811","-74,685"
5531,鄉林,2026/06,"146,291","9,496,306","46,807,011","37,089,091",0,"-230,355","-6,052"
5533,皇鼎,2026/06,"2,263,472","2,114,287","11,822,622","2,307,257",,"-36,099","-3,269"
5534,長虹,2026/06,"1,704,270","78,451","48,765,892","27,430,578",0,"-71,681",0
5536,聖暉*,2026/06,"15,700,720","1,180,888","52,968,353","29,407,728","174,984","3,592,886","-348,407"
5541,廣朋實業,2026/06,"13,336",803,"765,088","529,101",0,"6,736",0
5547,久舜,2026/06,"294,306","248,328","2,061,396","1,233,369",0,"-243,248","-14,026"
5548,安倉,2026/06,"247,013","227,079","2,383,515","1,248,439",0,"-202,015","-106,776"
5601,台聯櫃,2026/06,"64,123","237,270","1,885,122","508,360",0,"20,965",0
5603,陸海,2026/06,"149,370","1,134,009","2,744,080","796,397",0,"-18,136","-30,827"
5604,中連,2026/06,"4,234","4,749","2,486,763","533,215",0,"55,052",0
5607,遠雄港,2026/06,"1,039,661","3,213,311","27,127,826","15,933,805",0,"1,165,775","-142,691"
5608,四維航,2026/06,"1,063,738","14,398,091","17,081,989","7,256,716",0,"646,091","-248,934"
5609,中菲行,2026/06,"4,859,320","542,185","11,148,963","4,735,832",0,"189,959","-7,915"
5701,劍湖山,2026/06,"40,745","1,840,407","2,331,200","1,889,807",0,"-5,876","-16,885"
5703,亞都,2026/06,"209,937","562,767","996,911","444,391",0,"32,016","-1,742"
5704,老爺知,2026/06,"223,052","706,958","1,111,359","131,239",0,"-53,114","-346,388"
5706,鳳凰,2026/06,"236,017","1,240,132","3,586,028","1,824,174",0,"188,580","-75,985"
5833,元大證金,2026/06,"3,341,303","323,177","101,211,704","81,134,751",,"-18,251,376","-3,141"
5839,中華開發資本,2026/06,"5,047,340","220,375","44,761,345","12,743,228",,"-1,402,757","-13,461"
5841,中信銀,2026/06,"86,714,076","41,283,652","7,550,145,090","7,058,034,434",,"45,377,842","-1,200,504"
5842,兆豐票券,2026/06,"489,861","375,385","351,629,010","307,967,606",,"-3,231,059","-1,049"
5843,兆豐銀行,2026/06,"117,786,643","16,186,666","4,642,994,253","4,259,945,104",,"-36,928,799","-625,602"
5844,一銀,2026/06,"68,654,363","26,977,766","5,041,615,789","4,723,596,294",,"-45,189,706","-270,780"
5847,玉山銀,2026/06,"50,146,322","32,951,107","4,788,218,753","4,488,465,227",,"34,778,666","-751,746"
5849,永豐銀行,2026/06,"44,040,790","10,816,437","3,110,499,512","2,902,983,823",,"21,283,299","-618,362"
5852,元大銀,2026/06,"11,258,296","14,262,511","2,620,131,812","2,457,041,878",,"32,354,656","-309,397"
5864,致和證,2026/06,"31,896","698,542","19,400,794","6,504,885",,"-734,630","-26,902"
5878,台名,2026/06,"52,091","40,185","737,146","218,146",0,"42,051",-691
5901,中友,2026/06,"423,006","8,611,073","10,164,307","5,644,645",0,"-54,558","-38,621"
5902,德記,2026/06,"502,370","5,747","1,845,738","609,883","1,341","16,213","-3,197"
5903,全家,2026/06,"9,066,633","23,725,855","81,635,037","71,705,595",0,"7,325,105","-1,696,242"
5904,寶雅*,2026/06,"5,288,509","4,723,874","34,432,061","27,180,442",0,"3,362,361","-748,158"
5905,南仁湖,2026/06,"469,963","1,116,803","6,990,259","3,778,940",0,"1,186,197","-17,224"
5906,台南-KY,2026/06,"187,461","182,619","1,787,146","1,192,864","13,438","118,241","-45,784"
6023,元大期,2026/06,"21,015,703","800,594","315,532,878","295,554,399",,"3,260,114","-57,547"
6026,福邦證,2026/06,"713,214","15,652","17,386,050","11,084,339",,"326,836","-3,811"
6028,公勝保經,2026/06,"739,141","218,470","1,853,081","938,262",0,"251,179","-12,158"
6035,悠遊卡,2026/06,"898,496","89,002","19,165,705","17,840,786","51,993","-104,147","-2,630"
6101,寬魚國際,2026/06,"919,988","203,783","1,994,390","629,106",0,"238,603","-5,596"
6103,合邦,2026/06,"71,808",0,"154,148","4,340","1,883","7,440",0
6104,創惟,2026/06,"884,044","924,223","3,341,870","1,179,645","482,165","396,091","-43,452"
6108,競國,2026/06,"2,565,736","1,206,450","7,310,720","4,067,772",0,"-563,615","-94,064"
6109,亞元,2026/06,"379,582","77,291","1,096,200","343,675","40,972","-13,624","-11,718"
6111,光聚晶電,2026/06,"3,012,572","11,411,297","31,257,042","20,922,240","382,930","96,171","-286,952"
6112,邁達特,2026/06,"1,289,477","586,262","15,378,509","9,980,410","39,367","-2,279,317","-9,434"
6113,亞矽,2026/06,"149,027","3,896","909,334","375,628",0,"-15,339",-98
6114,久威,2026/06,"728,294","212,877","2,278,502","670,396",0,"35,800",0
6115,鎰勝,2026/06,"1,550,141","689,390","8,632,888","3,456,604","49,179","-200,209","-18,481"
6116,彩晶,2026/06,"3,869,443","13,604,447","47,050,177","9,772,813","233,254","128,208","-280,298"
6117,迎廣,2026/06,"765,140","2,919,230","6,591,874","4,370,116","57,615","340,240","-490,038"
6118,建達,2026/06,"243,302","130,471","3,732,764","2,603,959",0,"-323,491",-373
6120,達運,2026/06,"5,474,521","3,979,573","17,398,565","7,480,889","188,096","-207,601","-567,183"
6121,新普,2026/06,"27,399,550","10,262,277","83,863,074","36,141,238","1,255,850","2,781,296","-1,193,296"
6122,擎邦,2026/06,"589,930","370,840","4,821,346","3,073,973",0,"394,602","-1,639"
6123,上奇,2026/06,"2,155,338","122,278","4,220,251","1,999,318","5,352","352,549",-897
6124,業強,2026/06,"707,516","1,803,395","4,666,857","1,450,892","10,781","135,502","-66,591"
6125,廣運,2026/06,"2,716,288","3,857,139","12,441,993","5,763,782","211,589","-333,687","-130,874"
6126,信音,2026/06,"1,523,259","1,379,182","11,701,930","5,064,876","102,836","-180,022","-171,692"
6127,九豪,2026/06,"147,751","1,577,741","3,581,488","2,439,567","34,576","20,810","-41,767"
6128,上福,2026/06,"522,636","1,975,973","6,540,996","3,722,282","63,715","57,103","-29,620"
6129,普誠,2026/06,"291,316","441,526","2,192,030","526,553","202,966","15,723","-21,233"
6130,上亞科技,2026/06,"75,442","208,562","735,886","147,180","7,415","-23,539","-3,867"
6133,金橋,2026/06,"401,236","232,138","2,475,696","949,546","19,695",-755,"-9,154"
6134,萬旭,2026/06,"194,881","212,757","2,734,320","1,439,066","64,097","92,640","-46,739"
6136,富爾特,2026/06,"291,008","93,070","4,996,866","408,001",551,"-35,781",-535
6138,茂達,2026/06,"1,566,718","775,715","7,551,430","2,777,781","403,427","877,913","-97,896"
6139,亞翔,2026/06,"37,511,348","924,657","120,520,807","91,538,629","117,772","-4,903,156","-49,248"
6140,訊達,2026/06,"69,331","1,985","1,762,258","1,221,091",0,"-42,910",0
6141,柏承,2026/06,"143,188","3,789,347","5,385,096","4,835,599","32,117","9,187","-107,886"
6142,友勁,2026/06,"653,859","1,283,071","3,981,317","1,161,777","100,151","-59,441","-57,982"
6143,振曜,2026/06,"2,236,849","800,456","8,291,915","3,594,808","131,479","-118,623","-29,183"
6144,得利影,2026/06,"29,682","22,761","367,432","53,246",0,"2,555","-1,211"
6146,耕興,2026/06,"2,685,339","1,964,093","8,975,831","3,096,448","33,675","-325,338","-137,900"
6147,頎邦,2026/06,"6,078,590","14,535,519","67,311,530","8,804,729","362,162","272,728","-1,472,192"
6148,驊宏資,2026/06,"336,229","3,211","1,190,368","633,928",53,"62,520","-1,192"
6150,撼訊,2026/06,"644,663","856,207","3,842,069","2,130,512","24,307","26,268","-20,398"
6151,晉倫,2026/06,"109,941","488,963","1,679,610","650,508","36,081","38,078","-6,033"
6152,百一,2026/06,"780,297","259,938","3,589,635","2,243,082","101,876","-250,305","-7,257"
6153,嘉聯益,2026/06,"3,200,170","5,378,282","16,332,898","7,781,041","243,576","-474,719","-42,307"
6154,順發,2026/06,"148,251","363,437","2,034,595","752,013","2,665","-33,631","-8,092"
6155,鈞寶,2026/06,"386,286","404,532","2,373,765","741,297","7,267","39,770","-20,512"
6156,松上,2026/06,"1,283,155","1,434,669","7,465,347","4,116,393","40,077","-42,254","-96,699"
6158,禾昌,2026/06,"430,788","784,452","2,351,678","1,229,534","89,483","19,443","-66,195"
6160,欣技,2026/06,"67,913","110,255","1,133,955","543,981","85,544","-84,182","-5,121"
6161,捷波,2026/06,"587,634","292,075","1,938,273","596,462","50,595","156,414","-2,198"
6163,華電網,2026/06,"1,497,478","286,132","7,275,894","4,288,684","35,288","-736,399","-66,119"
6164,華興,2026/06,"469,176","454,122","1,537,103","576,038","13,400","57,981","-7,541"
6165,浪凡,2026/06,"837,010","1,354,846","3,034,497","1,730,739","74,861","159,510","-9,311"
6166,凌華,2026/06,"2,350,571","4,299,585","16,591,949","10,418,784","817,720","163,366","-79,776"
6167,久正,2026/06,"460,235","534,708","2,035,754","325,236","33,943","-21,228","-16,447"
6168,宏齊,2026/06,"463,783","644,382","4,554,701","783,078","90,761","84,556","-110,375"
6169,昱泉,2026/06,"39,889",149,"469,952","267,759","13,967","-30,247",0
6170,統振,2026/06,"161,119","416,571","5,316,318","3,345,744",0,"54,599","-3,296"
6171,大城地產,2026/06,"190,711","1,833","4,659,448","2,287,907",0,"-161,556",0
6173,信昌電,2026/06,"1,134,288","1,362,873","12,240,805","2,092,735","32,640","409,207","-193,281"
6174,安碁,2026/06,"74,994","336,484","1,075,415","407,050","15,801","20,131","-59,964"
6175,立敦,2026/06,"1,067,131","2,861,646","7,067,267","1,755,236","68,436","266,239","-307,624"
6176,瑞儀,2026/06,"34,219,641","5,989,168","70,233,786","33,934,408","1,700,641","299,546","-1,802,571"
6177,達麗,2026/06,"1,424,511","1,552,420","46,751,946","34,465,980",0,"-1,475,368",0
6179,亞通,2026/06,"1,866,926","426,491","14,648,152","10,515,274",0,"-563,020","-13,822"
6180,橘子,2026/06,"1,638,009","2,827,295","8,160,179","3,912,593","419,349","122,845","-41,385"
6182,合晶,2026/06,"5,106,461","26,595,351","42,540,905","14,444,812","367,910","857,647","-4,018,559"
6183,關貿,2026/06,"804,436","789,208","5,333,909","2,647,567","23,267","516,808","-64,548"
6184,大豐電,2026/06,"2,747,232","2,183,842","9,075,791","3,277,392",0,"316,476","-139,544"
6185,幃翔,2026/06,"434,099","486,933","2,488,946","363,241","34,915","-76,904","-7,141"
6186,新潤,2026/06,"1,544,844","21,707","16,169,698","11,578,576",0,"211,814",-110
6187,萬潤,2026/06,"4,550,104","2,440,417","13,516,570","4,749,277","456,976","1,447,057","-1,017,207"
6188,廣明,2026/06,"4,090,553","3,725,713","21,668,319","6,576,525","346,993","4,007,575","-524,475"
6189,豐藝,2026/06,"3,108,791","366,874","17,259,608","10,728,146","72,022","436,547","-10,152"
6190,萬泰科,2026/06,"979,939","2,039,177","9,756,969","5,242,191","37,777","-892,974","-213,634"
6191,精成科,2026/06,"10,660,354","14,223,682","73,547,122","36,641,680","64,326","-115,267","-1,390,331"
6192,巨路,2026/06,"2,020,015","1,527,783","12,552,673","5,016,633","85,392","684,599","-90,570"
6194,育富,2026/06,"1,000,248","109,789","2,364,577","412,884",0,"5,463","-6,958"
6195,詩肯,2026/06,"274,382","1,300,047","3,581,640","2,246,481",0,"235,644","-19,545"
6196,帆宣,2026/06,"15,932,142","4,298,252","66,282,258","48,223,161","148,368","4,894,836","-290,675"
6197,佳必琪,2026/06,"2,428,764","946,717","10,430,607","4,518,062","160,733","588,921","-80,917"
6198,瑞築,2026/06,"718,523","3,263","6,642,787","1,911,368",0,"-438,773",0
6199,天品,2026/06,"796,701","5,088","1,933,638","850,815",0,"-56,508",-815
6201,亞弘電,2026/06,"728,570","660,931","3,969,284","1,277,487","49,452","34,896","-19,088"
6202,盛群,2026/06,"548,530","367,321","5,864,113","1,740,306","335,983","218,796","-17,299"
6203,海韻電,2026/06,"1,980,562","228,556","3,864,558","921,396","50,287","246,375","-7,955"
6204,艾華,2026/06,"199,918","119,763","522,015","162,483","8,189","11,678","-2,639"
6205,詮欣,2026/06,"756,138","779,503","3,947,972","1,314,619","34,923","158,787","-26,437"
6206,飛捷,2026/06,"2,427,726","1,081,125","7,537,331","2,231,184","158,174","-97,618","-70,143"
6207,雷科,2026/06,"1,015,550","616,965","4,581,695","1,783,091","21,917","129,404","-12,517"
6208,日揚,2026/06,"629,653","2,904,725","7,174,424","3,903,268","73,653","211,650","-58,378"
6209,今國光,2026/06,"424,601","1,611,580","5,467,991","1,775,223","103,062","201,322","-276,237"
6210,慶生,2026/06,"101,634","224,315","539,262","198,925",0,"-24,047","-2,570"
6212,理銘,2026/06,"294,075","29,894","11,254,919","7,430,026",0,"268,163",0
6213,聯茂,2026/06,"2,821,893","8,796,872","43,289,926","20,695,915","410,458","-999,018","-882,345"
6214,精誠,2026/06,"5,677,236","2,253,638","45,407,816","26,001,573","397,436","-4,074,518","-119,699"
6215,和椿,2026/06,"508,265","318,027","3,180,674","1,505,379","22,383","106,164","-11,620"
6216,居易,2026/06,"356,247","197,685","1,910,711","264,363","89,827","-45,306","-1,445"
6217,中探針,2026/06,"904,776","2,585,777","7,294,249","4,378,035","127,157","-168,624","-229,538"
6218,豪勉,2026/06,"192,809","204,539","1,590,188","589,182",0,"-82,375","-1,045"
6219,富旺,2026/06,"652,424","58,507","14,528,697","12,545,698",0,"469,215","-6,307"
6220,岳豐,2026/06,"980,733","1,090,236","10,124,554","6,931,448","28,685","-1,051,304","-63,925"
6221,晉泰,2026/06,"2,306,345","413,231","6,475,508","3,433,959","11,126","311,137","-2,219"
6222,立軒,2026/06,"933,548","67,189","1,707,086","493,995",0,"-119,607",0
6223,旺矽,2026/06,"9,879,943","11,824,325","35,415,477","19,510,842","697,065","2,646,835","-3,154,745"
6224,聚鼎,2026/06,"730,150","1,014,034","4,366,431","2,110,601","115,745","-55,833","-63,919"
6225,天瀚,2026/06,"26,277","11,268","158,349","73,275","3,893","-9,609","-9,327"
6226,光鼎,2026/06,"235,848","510,965","2,042,904","790,669","12,343","-92,506","-12,475"
6227,茂綸,2026/06,"1,356,396","32,169","11,854,658","8,636,334","83,304","-1,344,640","-5,328"
6228,全譜,2026/06,"43,371","220,993","408,754","172,935","3,092","-12,330",-22
6229,研通,2026/06,"186,494","55,734","1,810,179","1,093,361","19,176","-24,470",-65
6230,尼得科超眾,2026/06,"3,425,643","1,830,069","10,466,780","4,660,064","355,459","-130,552","-69,219"
6231,系微,2026/06,"1,173,880","691,292","2,390,980","1,309,901","304,621","290,365","-595,054"
6233,旺玖,2026/06,"628,518","91,437","1,716,639","211,999","57,304","19,757","-4,233"
6234,高僑,2026/06,"794,482","891,399","4,243,268","1,436,663",639,"-8,901","-4,787"
6235,華孚,2026/06,"895,185","5,137,297","10,526,227","5,499,292","296,096","36,191","-260,139"
6236,中湛,2026/06,"138,973","1,502","166,792","11,016","4,622",-804,0
6237,驊訊,2026/06,"331,774","252,371","1,648,306","190,065","74,579","-4,965",-275
6239,力成,2026/06,"17,625,079","74,345,432","130,960,034","58,760,702","1,762,060","10,074,675","-11,218,567"
6240,松崗,2026/06,"115,326",514,"887,961","534,930",0,"5,303",0
6241,鑫永洋,2026/06,"13,421","13,414","602,176","233,393","14,424","-22,117",-797
6242,立康,2026/06,"60,022","702,646","1,138,028","295,168",0,"15,033","-29,100"
6243,迅杰,2026/06,"583,326","35,311","1,109,824","373,378","61,839","55,572","-7,300"
6244,茂迪,2026/06,"2,657,701","3,930,705","9,819,852","5,178,790","19,165","131,573","-251,727"
6245,立端,2026/06,"925,310","1,191,542","10,222,702","4,274,885","287,392","-956,632","-19,866"
6246,臺龍,2026/06,"408,777","79,240","1,217,851","803,912","21,913","-82,507","-5,377"
6248,沛波,2026/06,"275,100","927,391","4,026,108","1,841,910",0,"300,488","-6,475"
6257,矽格,2026/06,"12,084,450","21,605,974","50,284,418","22,016,417","258,383","4,015,889","-6,093,438"
6259,百徽,2026/06,"184,840","14,716","599,301","178,692","1,504","-17,779","-9,999"
6261,久元,2026/06,"1,847,262","2,554,816","8,706,534","1,718,479","251,067","590,035","-277,517"
6263,普萊德,2026/06,"1,880,508","12,795","2,553,292","996,259","56,142","282,569","-2,522"
6264,富裔,2026/06,"44,786","118,778","5,024,948","3,984,783",0,"-236,356",0
6265,方土昶,2026/06,"190,136","85,220","2,959,851","754,430",0,"-706,060",0
6266,泰詠,2026/06,"660,502","578,982","3,799,874","1,348,994","15,028","109,552","-46,381"
6269,台郡,2026/06,"2,740,587","13,493,668","34,180,592","12,036,858","1,311,848","-1,186,893","-574,653"
6270,倍微,2026/06,"738,632","46,566","3,923,279","1,191,863","17,469","-77,530",-353
6271,同欣電,2026/06,"4,712,633","11,281,681","35,969,231","8,687,211","228,343","898,165","-396,638"
6272,驊陞,2026/06,"336,908","1,583,023","4,164,809","2,179,317","108,642","147,591","-336,360"
6274,台燿,2026/06,"5,513,383","5,670,801","46,942,730","22,788,654","213,000","-2,282,493","-1,637,452"
6275,元山,2026/06,"286,284","1,247,729","3,807,312","2,131,769","121,028","33,143","-101,438"
6276,安鈦克,2026/06,"114,962","25,593","435,856","309,975","13,608","-80,283","-8,571"
6277,宏正,2026/06,"911,547","2,937,618","7,358,924","2,485,714","280,153","219,723","-66,547"
6278,台表科,2026/06,"12,695,864","13,443,516","57,011,392","33,840,757","375,667","2,130,976","-1,630,204"
6279,胡連,2026/06,"941,657","5,887,017","15,892,191","6,777,518","278,149","792,603","-776,387"
6281,全國電,2026/06,"1,143,421","390,890","9,977,591","7,190,349",0,"652,157","-65,971"
6282,康舒,2026/06,"6,747,969","8,143,191","53,591,070","30,562,485","1,542,339","344,830","-495,300"
6283,淳安,2026/06,"898,905","320,855","2,702,985","807,232","67,880","48,775","-45,919"
6284,佳邦,2026/06,"2,549,325","3,824,427","15,423,165","6,746,594","177,994","560,456","-181,300"
6285,啟碁,2026/06,"13,111,784","12,288,709","105,237,591","69,437,049","2,557,328","-10,466,046","-1,482,868"
6288,聯嘉,2026/06,"1,137,729","2,597,992","8,972,261","4,768,466","101,087","511,586","-313,843"
6290,良維,2026/06,"2,786,149","1,792,244","13,583,350","5,445,194","76,945","151,190","-51,923"
6291,沛亨,2026/06,"470,677","64,873","2,401,353","880,441","41,234","95,408","-6,325"
6292,迅德,2026/06,"524,913","172,815","1,966,884","772,343","6,301","37,332","-3,120"
6294,智基,2026/06,"404,398","20,090","1,289,252","732,309",0,"54,348","-8,431"
6405,悅城,2026/06,"238,098","828,446","3,328,858","17,370","12,835","-23,279","-52,782"
6407,相互,2026/06,"177,620","62,450","3,248,242","1,894,442","6,696","92,999","-89,442"
6409,旭隼,2026/06,"7,400,533","4,179,405","19,290,617","11,337,348","418,651","682,547","-43,214"
6411,晶焱,2026/06,"833,364","1,010,671","6,744,440","1,620,675","232,745","212,136","-1,939"
6412,群電,2026/06,"4,776,701","6,095,208","35,034,764","19,587,117","933,188","-193,150","-262,691"
6414,樺漢,2026/06,"29,408,057","12,991,516","185,059,142","119,653,447","5,399,190","1,094,636","-863,686"
6416,瑞祺電通,2026/06,"451,807","758,979","6,919,794","3,181,364","137,637","-514,160","-3,807"
6417,韋僑,2026/06,"684,838","1,367,865","3,068,300","1,295,336","46,758","206,668","-40,150"
6418,詠昇,2026/06,"226,117","123,016","1,048,346","533,159","4,583","-14,855","-1,485"
6419,京晨科,2026/06,"97,061","6,261","1,231,526","517,304","2,716","-167,221","-1,602"
6423,億而得,2026/06,"289,738","394,105","741,256","222,277","72,047","34,486","-122,192"
6425,易發,2026/06,"525,629","1,031,493","3,488,649","2,144,709","101,938","-83,510","-40,875"
6426,統新,2026/06,"328,526","102,736","1,112,443","113,751","31,628","52,837","-35,628"
6428,淘米,2026/06,"61,312",444,"221,012","64,307",0,"6,766",-70
6432,今展科,2026/06,"464,220","166,027","1,466,436","396,210","20,365","60,452","-1,792"
6434,達輝光電,2026/06,"128,575","2,346,327","3,045,676","1,005,168","1,459","150,915","-50,181"
6435,大中,2026/06,"593,955","246,095","3,260,929","1,019,219","104,730","339,699","-20,983"
6438,迅得,2026/06,"1,990,337","2,747,467","11,237,102","4,759,672","234,916","31,615","-116,930"
6441,廣錠,2026/06,"156,275","826,294","1,579,187","669,107","16,935","-141,839","-2,396"
6442,光聖,2026/06,"8,557,221","1,245,722","19,984,668","6,394,070","64,233","1,236,035","-78,809"
6443,元晶,2026/06,"406,385","3,671,370","6,330,501","2,992,753","24,918","-241,771","-37,563"
6446,藥華藥,2026/06,"24,470,683","4,907,912","44,110,958","7,294,881","1,923,980","4,128,873","-959,461"
6449,鈺邦,2026/06,"1,620,450","2,334,104","11,612,274","4,613,892","117,122","314,247","-674,611"
6456,GIS-KY,2026/06,"11,589,283","13,366,739","56,443,823","26,942,573","1,134,334","101,832","-1,271,225"
6461,益得,2026/06,"95,420","1,379,967","2,295,483","1,401,085","76,024","-169,633","-22,668"
6462,神盾,2026/06,"2,758,777","197,575","20,563,854","6,773,250","1,203,338","-314,236","-61,188"
6464,台數科,2026/06,"1,071,861","2,211,204","18,141,168","9,370,333",0,"644,221","-123,118"
6465,威潤,2026/06,"86,471","218,675","661,201","81,719","28,259","4,541",-498
6467,泰合,2026/06,"99,768","14,717","364,432","19,576","66,772","-86,156","-2,787"
6469,大樹,2026/06,"1,454,018","1,030,949","14,021,734","10,282,514",0,"168,110","-166,959"
6470,宇智,2026/06,"1,042,865","14,295","1,736,731","605,767","42,761","103,643",-326
6472,保瑞,2026/06,"8,431,018","10,771,669","52,077,131","34,541,633","358,676","1,324,837","-552,266"
6473,美賣*,2026/06,"123,349","2,121","228,442","34,813",0,"-35,589","-1,957"
6474,華豫寧,2026/06,"381,336","508,130","3,490,751","1,796,215","27,624","89,384","-5,831"
6475,智賦科,2026/06,"61,617","14,163","511,786","196,633","9,848","-52,609","-10,266"
6477,安集,2026/06,"575,254","3,852,394","8,057,302","4,698,333","5,185","307,205","-93,702"
6479,瑞寶基因,2026/06,"170,777","385,174","679,150","254,093","15,917","-37,725","-135,474"
6482,弘煜科,2026/06,"383,191","57,614","543,494","153,980","18,583","14,264",-92
6483,原創生醫,2026/06,"60,765","8,714","134,170","23,217","19,320","-70,181","-2,303"
6485,點序,2026/06,"484,046","936,959","2,622,596","652,712","297,480","-386,519","-31,434"
6486,互動,2026/06,"424,477","741,981","4,236,288","2,459,876",0,"-419,331","-8,106"
6488,環球晶,2026/06,"23,776,098","107,864,332","219,220,426","122,499,929","997,259","2,812,066","-5,661,847"
6491,晶碩,2026/06,"744,989","8,532,026","16,961,595","5,294,926","300,140","914,096","-1,003,429"
6492,生華科,2026/06,"636,924","1,300","679,251","62,613","119,749","-132,809",-228
6493,雷虎生,2026/06,"86,622","93,276","696,753","335,451","8,288","-35,792","-6,844"
6494,九齊,2026/06,"531,311","42,352","1,316,998","288,931","114,637","247,340","-8,069"
6496,科懋,2026/06,"141,099","171,309","1,417,786","728,800","45,739","-60,087","-4,774"
6498,久禾光,2026/06,"1,531,281","358,633","2,660,469","1,114,956","39,032","214,555","-101,840"
6499,益安,2026/06,"452,475","145,660","1,551,305","282,140","187,354","-233,611","-4,683"
6504,南六,2026/06,"939,503","3,911,719","9,648,156","6,175,881","19,827","-138,277","-60,120"
6505,台塑化,2026/06,"49,680,830","87,207,713","590,457,205","98,037,336","168,877","5,435,396","-5,770,739"
6506,雙邦,2026/06,"155,160","1,550,627","2,713,332","1,396,651","11,700","121,215","-34,027"
6508,惠光,2026/06,"725,803","588,066","2,776,188","336,994","17,002","59,981","-3,014"
6509,聚和,2026/06,"1,815,799","2,888,071","8,256,058","2,685,489","72,262","396,928","-212,311"
6510,精測,2026/06,"5,438,584","3,813,783","14,080,198","3,948,111","408,075","634,963","-158,463"
6512,啟發電,2026/06,"221,673","82,223","356,125","24,625","22,496","-13,214",-647
6515,穎崴,2026/06,"2,974,229","2,535,781","15,643,215","7,022,897","303,993","1,024,552","-651,856"
6516,勤崴國際,2026/06,"101,031","27,675","1,195,056","248,878","56,234","54,461","-5,152"
6517,保勝光學,2026/06,"478,861","111,261","820,730","161,670","20,329","54,896","-1,096"
6518,康科特,2026/06,"128,926","95,283","1,219,027","467,411",0,"60,556","-1,360"
6523,達爾膚,2026/06,"248,275","6,293","1,644,393","370,500","4,025","168,965","-1,779"
6525,捷敏-KY,2026/06,"1,415,525","2,384,061","7,228,736","2,515,469","21,578","614,363","-184,670"
6526,達發,2026/06,"13,576,611","3,934,242","30,716,625","9,526,784","3,441,180","1,268,849","-391,514"
6527,明達醫,2026/06,"84,015","735,962","1,355,368","323,957","27,517","41,335","-109,465"
6530,創威,2026/06,"469,881","6,623","636,795","174,929","9,862","35,154",-879
6531,愛普*,2026/06,"9,708,479","158,470","16,883,261","4,131,371","587,067","1,296,229","-114,775"
6532,瑞耘,2026/06,"445,938","770,833","1,652,959","417,030","8,774","69,173","-20,553"
6533,晶心科,2026/06,"754,993","1,263,946","6,058,454","1,774,116","837,135","-121,310","-11,312"
6534,正瀚-創,2026/06,"640,732","2,482,405","3,805,458","1,170,872","200,770","779,536","-92,160"
6535,順藥,2026/06,"125,316","5,574","1,368,911","123,578","167,870","-168,260",0
6536,碩豐,2026/06,"119,471","1,048","156,568","30,191","4,651","-3,134",-785
6538,倉和,2026/06,"932,293","1,164,850","3,000,515","1,080,591","62,462","72,037","-84,160"
6539,麗彤,2026/06,"100,113","24,099","720,183","170,576","3,495","35,935","-2,297"
6541,泰福-KY,2026/06,"592,561","1,549,905","7,634,753","2,669,236","44,101","-547,239","-220,606"
6542,隆中,2026/06,"630,823","20,152","941,188","156,329","195,940","25,906","-15,794"
