代號,名稱,年/月,  現金及約當現金,  不動產廠房及設備,資產總額,負債總額,  研究發展費,來自營運之現金流量,  購置不動產廠房設備（含預付）－CFI
2643,捷迅,2026/06,"749,743","306,240","3,184,068","1,228,165",0,"467,196","-68,055"
2644,中信造船,2026/06,"991,448","1,785,253","10,231,274","8,884,992","22,102","1,432,807","-66,577"
2645,長榮航太,2026/06,"5,955,421","5,778,014","26,445,236","13,031,596","58,833","1,128,018","-317,508"
2646,星宇航空,2026/06,"13,530,647","69,304,401","154,291,742","123,531,015",0,"7,676,096","-16,251,634"
2701,萬企,2026/06,"286,104","345,255","9,898,307","1,419,522",,"80,567",0
2702,華園,2026/06,"1,499,673","3,345,396","6,775,629","3,469,186",0,"162,361","-15,732"
2704,國賓,2026/06,"3,871,546","2,166,890","40,904,603","8,330,470",0,"84,798","-337,566"
2705,六福,2026/06,"560,559","4,849,898","16,022,629","11,081,182",,"188,144","-101,072"
2706,第一店,2026/06,"234,363","385,673","12,035,103","1,759,618",,"99,633","-4,079"
2707,晶華,2026/06,"871,753","1,783,775","9,630,287","5,551,629",0,"1,658,355","-76,846"
2712,遠雄來,2026/06,"33,699","1,495,157","1,621,336","617,086",0,"49,230","-6,700"
2718,全心投控,2026/06,"1,182,333","316,968","7,434,287","1,332,568",0,"-297,905","-9,258"
2719,燦星旅,2026/06,"296,154","8,752","1,026,541","281,018",0,"45,756",0
2722,夏都,2026/06,"209,790","1,303,070","3,936,209","1,089,202",0,"25,286","-36,150"
2727,王品,2026/06,"3,154,488","2,624,140","18,341,105","13,726,069","14,193","1,737,442","-614,239"
2729,瓦城,2026/06,"278,215","3,078,776","6,394,677","4,122,983",0,"419,988","-263,382"
2731,雄獅,2026/06,"5,971,797","541,622","13,901,384","9,151,050",,"723,171","-52,914"
2732,六角,2026/06,"867,377","707,538","5,810,956","3,601,056","6,760","319,286","-94,217"
2733,維格餅家,2026/06,"45,530","273,524","460,369","145,359",611,"-26,097","-5,726"
2734,易飛網,2026/06,"348,758","201,064","1,117,818","463,043",0,"73,742","-39,236"
2736,富野,2026/06,"216,259","1,383,479","2,297,286","883,978",,"10,984","-8,034"
2739,寒舍,2026/06,"875,312","851,371","11,366,522","9,729,632",0,"780,570","-79,511"
2740,華軒,2026/06,"132,451",801,"173,459","45,163",0,"-18,292",0
2741,老四川,2026/06,"74,317","613,666","1,071,184","436,612",813,"67,589","-6,513"
2743,山富,2026/06,"1,187,976","282,939","3,313,279","2,178,396",0,"183,966","-1,969"
2745,五福,2026/06,"1,715,634","108,635","3,035,360","2,117,091",0,"98,387","-13,534"
2748,雲品,2026/06,"1,220,402","1,735,839","4,855,688","1,901,777",0,"47,200","-31,379"
2751,王座,2026/06,"240,624","207,089","1,265,062","762,787",543,"149,972","-33,879"
2752,豆府,2026/06,"521,897","446,301","2,310,510","1,049,129","2,836","378,513","-58,887"
2753,八方雲集,2026/06,"1,608,371","3,330,631","8,444,653","4,259,417","8,565","818,886","-235,323"
2754,亞洲藏壽司,2026/06,"733,450","1,798,900","5,128,465","3,301,064",349,"512,764","-190,637"
2755,揚秦,2026/06,"718,195","700,883","2,387,573","1,281,857",844,"157,802","-39,399"
2756,聯發國際,2026/06,"234,747","324,119","1,316,319","758,133","3,574","89,059","-12,807"
2758,路易莎咖啡,2026/06,"315,048","1,695,179","3,960,016","3,392,589","1,347","200,095","-283,924"
2760,巨宇翔,2026/06,"26,353","191,086","900,787","897,361",950,"6,802",0
2761,橘焱胡同,2026/06,"211,725","260,952","1,178,424","763,541","3,929","51,501","-53,892"
2809,京城銀,2026/06,"2,605,544","4,893,681","381,231,278","326,765,738",,"9,930,439","-34,215"
2812,台中銀,2026/06,"16,298,159","21,367,849","1,022,898,142","926,845,544",,"-11,966,391","-367,815"
2837,凱基銀行,2026/06,"6,475,063","5,365,807","995,140,163","919,791,530",,"30,238,500","-169,312"
2851,中再保,2026/06,"20,106,955","269,841","65,425,176","39,124,095",,"7,635,358","-4,803"
2867,三商壽,2026/06,"69,649,207","9,930,574","1,656,455,153","1,536,467,007",,"-6,786,971","-140,178"
2884,玉山金,2026/06,"51,676,634","33,963,918","4,871,065,561","4,588,895,075",,"-18,019,743","-794,802"
2885,元大金,2026/06,"134,190,040","30,890,188","5,150,931,212","4,740,801,144",,"33,534,513","-1,169,504"
2891,中信金,2026/06,"135,612,611","55,389,483","10,257,539,606","9,521,518,922",,"-1,584,540","-1,454,703"
2901,欣欣,2026/06,"509,770","330,264","1,098,290","225,247",0,"27,374","-2,985"
2903,遠百,2026/06,"12,844,346","30,121,279","129,678,860","94,719,881",0,"-660,722","-1,972,680"
2904,匯僑,2026/06,"165,368","1,083,083","1,726,144","473,184",0,"105,589","-38,371"
2905,三商,2026/06,"72,076,558","21,168,584","1,690,310,381","1,561,770,249","151,284","-5,095,247","-524,742"
2906,高林,2026/06,"984,032","4,118,466","13,242,947","6,739,529",0,"266,157","-92,238"
2908,特力,2026/06,"2,416,189","5,113,581","39,555,735","30,519,433",0,"1,105,096","-140,326"
2910,統領,2026/06,"198,837","1,983,894","6,809,899","4,042,226",,"254,055","-220,575"
2911,麗嬰房,2026/06,"604,133","35,419","3,528,567","2,063,773",0,"-117,716","-10,232"
2912,統一超,2026/06,"52,142,812","64,339,106","304,022,909","252,667,587",0,"19,841,054","-8,744,291"
2913,農林,2026/06,"67,529","5,956,845","21,278,164","8,938,635","3,280","1,388","-1,243"
2915,潤泰全,2026/06,"4,147,572","1,206,142","181,271,558","14,935,304",0,"-152,366","-8,647"
2916,滿心,2026/06,"159,661","460,665","1,967,034","427,808",0,"331,773","-67,453"
2920,海景,2026/06,"243,632","72,576","3,117,035","1,382,389",0,"58,570","-2,133"
2923,鼎固-KY,2026/06,"5,122,791","465,760","118,709,276","69,668,005",0,"-1,156,997",-195
2924,宏太-KY,2026/06,"119,900","33,367","1,034,431","582,444",711,"-192,077",-46
2926,誠品生活,2026/06,"1,433,977","2,062,191","14,765,995","14,144,506",0,"761,460","-62,056"
2937,集雅社,2026/06,"275,557","573,280","3,051,541","1,953,872",0,"296,673",0
2938,床的世界,2026/06,"424,243","347,510","1,560,846","874,641",450,"90,913","-8,380"
2940,歐都納,2026/06,"86,254","528,908","1,228,139","636,922","8,848","101,033","-53,049"
2941,米斯特,2026/06,"86,026","234,349","745,120","399,120","11,999","49,164","-169,391"
2942,京站,2026/06,"539,589","2,054,675","4,940,933","3,642,189",0,"228,695","-60,214"
2945,三商家購,2026/06,"442,565","1,819,203","8,158,615","6,057,044",0,"469,337","-106,037"
2947,振宇五金,2026/06,"236,023","582,812","3,096,349","2,278,485",0,"127,384","-28,263"
2948,寶陞,2026/06,"114,332","19,766","2,397,618","1,377,759",0,"131,339",-357
2949,欣新網,2026/06,"457,480","9,797","3,187,291","1,990,287","8,601","-147,537",-470
3002,歐格,2026/06,"664,743","227,801","1,974,742","562,907","23,707","-81,953","-1,770"
3003,健和興,2026/06,"2,124,303","1,415,466","8,738,991","2,059,032","81,588","-426,311","-24,984"
3004,豐達科,2026/06,"230,661","4,225,325","9,043,329","5,268,178","80,975","-113,787","-558,525"
3005,神基,2026/06,"10,434,623","10,788,660","51,665,768","22,821,425","1,029,665","1,722,756","-941,390"
3006,晶豪科,2026/06,"14,527,171","2,033,732","30,076,365","11,079,473","2,601,347","10,585,892","-222,651"
3008,大立光,2026/06,"118,482,131","52,530,430","226,130,675","32,641,764","2,570,344","18,285,271","-4,807,181"
3010,華立,2026/06,"7,181,403","8,049,300","64,133,965","34,333,748",0,"1,017,418","-363,049"
3011,今皓,2026/06,"198,836","311,737","2,637,900","1,273,908","42,509","-163,574","-10,114"
3013,晟銘電,2026/06,"1,084,428","2,907,019","10,100,642","4,384,725","63,130","328,820","-367,230"
3014,聯陽,2026/06,"2,499,600","619,485","11,049,534","3,702,823","620,411","-305,564","-19,740"
3015,全漢,2026/06,"2,909,972","1,829,553","21,777,778","6,321,442","339,711","-258,559","-299,495"
3016,嘉晶,2026/06,"2,727,356","2,478,819","7,560,709","2,351,178","28,805","456,484","-181,220"
3017,奇鋐,2026/06,"77,714,522","23,817,973","194,577,196","132,451,558","3,209,609","26,290,591","-7,111,878"
3018,隆銘綠能,2026/06,"33,566","16,872","1,164,655","766,327",0,"-80,458",-493
3019,亞光,2026/06,"12,786,405","3,427,319","29,364,997","11,967,011","457,328","842,808","-521,709"
3021,鴻名,2026/06,"1,014,042","456,584","3,270,764","1,606,641",0,"23,713","-19,260"
3022,威強電,2026/06,"2,655,112","1,945,407","17,106,614","5,480,852","318,337","-898,635","-41,739"
3023,信邦,2026/06,"6,802,266","3,872,077","35,081,604","18,547,327","700,977","-57,653","-183,069"
3024,憶聲,2026/06,"689,531","212,445","5,004,130","2,001,140","15,695","-207,749","-6,853"
3025,星通,2026/06,"287,002","136,232","1,218,954","442,868","79,838","70,595","-1,714"
3026,禾伸堂,2026/06,"4,525,393","3,753,998","17,719,679","7,184,707","137,614","829,302","-473,717"
3027,盛達,2026/06,"505,329","476,442","2,991,420","714,906","42,012","6,462","-4,108"
3028,增你強,2026/06,"4,817,153","421,864","38,247,640","30,994,129",0,"-6,597,719","-18,007"
3029,零壹,2026/06,"3,108,734","989,680","18,018,106","11,491,293","11,979","-263,012","-209,782"
3030,德律,2026/06,"2,241,531","4,184,855","14,814,386","5,081,461","388,087","1,001,121","-31,446"
3031,佰鴻,2026/06,"790,882","325,440","3,623,013","648,071","7,400","-39,625","-1,544"
3032,偉訓,2026/06,"2,134,336","1,898,050","17,442,880","13,549,375","150,651","105,716","-169,803"
3033,威健,2026/06,"3,711,920","142,142","58,096,179","45,547,272",0,"-2,561,637","-2,342"
3034,聯詠,2026/06,"53,989,829","7,233,035","119,088,269","50,127,209","9,125,883","11,826,235","-599,185"
3035,智原,2026/06,"9,487,560","678,545","25,115,433","7,188,707","1,691,269","2,157,112","-99,716"
3036,文曄,2026/06,"37,148,920","4,894,860","812,739,198","688,063,958","357,549","20,730,778","-281,406"
3037,欣興,2026/06,"93,096,071","125,937,420","313,242,650","185,522,162","3,224,138","13,323,412","-11,685,205"
3038,全台,2026/06,"694,942","529,621","3,845,331","1,284,508","70,965","1,628","-32,702"
3040,遠見,2026/06,"997,286","72,247","1,853,444","461,435","2,376","9,856",0
3041,揚智,2026/06,"620,539","284,604","4,157,712","2,665,723","263,537","-269,522","-5,568"
3042,晶技,2026/06,"4,682,118","7,128,371","23,292,602","7,419,102","514,290","1,167,295","-410,831"
3043,科風,2026/06,"212,931","271,860","1,915,150","1,204,236","22,117","46,532","-1,276"
3044,健鼎,2026/06,"13,962,751","20,249,277","108,840,124","53,117,584","132,042","3,594,267","-7,188,174"
3045,台灣大,2026/06,"12,123,124","48,766,069","237,393,650","145,334,996","450,724","21,190,446","-4,211,101"
3046,建碁,2026/06,"1,862,292","8,535","4,748,740","3,086,582","16,333","2,739","-1,002"
3047,訊舟,2026/06,"1,536,426","2,524,831","6,363,775","3,283,678","201,126","-70,556","-24,922"
3048,益登,2026/06,"2,346,040","692,917","39,047,552","31,681,784",0,"648,733","-23,897"
3049,精金,2026/06,"2,285,913","3,610,178","14,775,441","5,817,266",0,"153,201","-39,229"
3050,鈺德,2026/06,"1,607,994","2,656,035","5,712,942","2,735,666",0,"84,810","-73,443"
3051,力特,2026/06,"124,472","1,390,556","4,065,781","1,492,982","22,133","32,794","-12,090"
3052,夆典,2026/06,"616,220","77,570","11,648,485","8,028,763",812,"305,817","-1,834"
3054,立萬利,2026/06,"309,695","10,588","1,737,284","199,243","5,444","175,292",0
3055,蔚華科,2026/06,"772,963","586,047","1,965,492","322,200","25,833","-130,289","-18,903"
3056,富華新,2026/06,"3,123,337","165,918","15,161,609","6,784,305",0,"-137,906","-7,340"
3057,喬鼎,2026/06,"294,560","14,942","885,678","262,089","56,489","-93,275","-2,018"
3058,立德,2026/06,"268,807","1,466,916","5,172,867","3,493,892","66,073","-289,930","-45,808"
3059,華晶科,2026/06,"4,820,115","2,898,706","16,671,397","5,978,434","502,596","3,483","-213,928"
3060,銘異,2026/06,"545,977","569,464","4,666,209","1,904,628","57,738","-41,583","-14,698"
3062,建漢,2026/06,"785,425","1,857,716","6,240,295","2,197,516","173,448","-227,345","-34,544"
3064,泰偉,2026/06,"22,479","208,718","303,087","247,978","21,407","-4,996",-115
3066,李洲,2026/06,"99,369","212,217","2,402,489","636,122","7,753","36,848","-1,577"
3067,全域,2026/06,"45,725","79,750","305,610","57,713",0,"-10,798",0
3071,協禧,2026/06,"1,662,508","538,628","4,224,058","2,216,572","51,573","58,766","-19,721"
3073,天方能源,2026/06,"100,236","1,549,311","2,349,173","1,679,556",0,"-10,510","-161,821"
3078,僑威,2026/06,"3,731,350","1,902,170","10,517,483","3,689,674","151,304","290,155","-58,695"
3081,聯亞,2026/06,"513,983","1,717,708","6,217,544","1,498,638","115,150","551,405","-790,511"
3083,網龍,2026/06,"251,406","4,485","1,471,945","144,607","94,044","15,335",-230
3085,新零售,2026/06,"248,944","76,819","488,963","102,576","16,499","-17,138","-1,526"
3086,華義*,2026/06,"103,963","79,975","338,491","32,257",0,"-11,127","-3,207"
3088,艾訊,2026/06,"1,521,807","2,261,504","8,470,503","2,853,595","382,594","-64,111","-23,332"
3090,日電貿,2026/06,"1,435,205","323,871","26,968,034","8,331,936",0,"-543,360","-11,207"
3092,鴻碩,2026/06,"502,142","2,370,508","4,844,027","3,578,441","50,821","-145,728","-56,795"
3093,港建*,2026/06,"871,019","333,033","2,347,613","774,439","2,120","38,832","-2,086"
3094,聯傑,2026/06,"702,134","131,344","1,178,229","140,329","31,413","22,347",-254
3095,及成,2026/06,"146,430","472,164","1,041,497","840,302",0,"11,392","-17,354"
3097,拍檔,2026/06,"644,624","181,708","3,178,689","1,700,307","61,933","-159,711","-16,277"
3105,穩懋,2026/06,"5,319,773","18,876,813","63,489,961","19,242,669","621,346","-673,387","-1,012,947"
3114,好德,2026/06,"865,459","107,348","2,696,631","1,051,644",0,"15,537",-577
3115,富榮綱,2026/06,"417,878",417,"603,488","62,646",0,"-33,241",-177
3117,年程,2026/06,"13,040","227,515","701,154","619,948","4,012","30,380","-1,346"
3118,進階,2026/06,"195,381","305,578","799,077","259,497","6,367","58,652",-664
3122,笙泉,2026/06,"36,615","141,504","411,073","87,395","43,014","-11,462",-100
3128,昇銳,2026/06,"193,652","945,947","1,949,408","1,150,004","47,163","85,882","-64,960"
3130,一零四,2026/06,"500,411","238,313","4,353,989","2,787,484","131,671","371,732","-7,708"
3131,弘塑,2026/06,"5,133,053","3,339,354","15,356,827","12,169,991","242,535","673,286","-1,170,867"
3135,凌航,2026/06,"242,835","540,610","10,047,133","5,402,100","30,607","-2,111,529","-24,712"
3138,耀登,2026/06,"1,072,024","1,583,941","4,346,602","1,699,985","133,611","125,581","-373,405"
3141,晶宏,2026/06,"1,036,389","870,250","4,102,417","1,266,006","184,082","251,635","-50,186"
3147,大綜,2026/06,"1,982,834","385,267","8,521,913","6,586,470",0,"2,034,828","-3,721"
3149,正達,2026/06,"1,204,782","1,007,842","5,533,078","3,164,682","37,730","-296,006","-43,379"
3150,鈺寶-創,2026/06,"62,640","19,879","687,076","96,927","50,233","-22,221",-327
3152,璟德,2026/06,"130,343","1,697,762","4,414,415","768,649","46,949","270,616","-4,041"
3158,嘉實,2026/06,"101,476","317,601","1,339,818","385,537","142,213","98,743","-22,886"
3162,精確,2026/06,"693,451","4,883,991","12,764,927","8,563,230","123,164","31,793","-482,633"
3163,波若威,2026/06,"385,386","530,385","4,388,671","1,102,550","47,142","-176,173","-193,087"
3164,景岳,2026/06,"102,700","917,966","1,671,139","241,978","21,877","41,887",-644
3167,大量,2026/06,"1,440,288","1,928,409","12,098,810","7,802,996","333,592","808,320","-76,434"
3168,眾福科,2026/06,"981,113","784,232","3,955,745","1,526,705","115,164","-27,964","-19,986"
3169,亞信,2026/06,"1,547,345","45,614","2,187,293","418,379","77,406","155,387","-8,721"
3171,炎洲流通,2026/06,"296,324","327,018","1,836,292","1,136,608",0,"-2,203","-5,714"
3176,基亞,2026/06,"943,901","1,631,244","6,901,574","2,191,363","97,187","-180,381","-375,363"
3178,公準,2026/06,"292,919","1,394,387","2,770,801","1,554,687","20,288","98,862","-39,227"
3184,微邦,2026/06,"255,699","367,915","821,381","148,703","7,096","40,736",-860
3188,鑫龍騰,2026/06,"1,342,794",0,"10,312,110","6,948,346",0,"1,211,890",0
3189,景碩,2026/06,"11,055,507","44,337,401","84,534,498","31,548,092","1,278,752","3,943,497","-3,516,694"
3191,雲嘉南,2026/06,"40,348","48,423","382,150","138,158",509,"2,670","-28,033"
3194,圓方科技,2026/06,"98,493","79,138","336,936","119,185","7,226","13,824",-496
3205,佰研,2026/06,"154,121","53,385","1,137,382","134,443","5,641","-189,071","-50,868"
3206,志豐,2026/06,"891,980","269,152","3,216,415","1,499,720","66,464","53,453","-9,712"
3207,耀勝,2026/06,"634,884","2,422,667","6,193,893","2,566,580","32,261","-51,175","-43,546"
3209,全科,2026/06,"1,388,359","1,055,375","22,973,937","17,135,057","66,521","-1,760,227","-1,373"
3211,順達,2026/06,"2,195,081","2,743,198","18,863,760","9,903,837","251,700","-1,311,941","-139,884"
3213,茂訊,2026/06,"1,448,232","349,079","5,636,737","1,693,273","58,676","-373,577","-30,043"
3217,優群,2026/06,"2,257,971","952,225","7,125,516","2,276,103","127,757","423,769","-110,159"
3218,大學光,2026/06,"1,004,797","1,825,608","6,399,421","2,495,761",0,"936,666","-147,499"
3219,倚強科,2026/06,"1,155,625","461,577","3,437,172","1,574,265","220,602","-32,944","-14,286"
3221,台嘉碩,2026/06,"585,605","810,756","3,179,938","964,216","84,184","79,194","-92,298"
3224,三顧,2026/06,"1,390,873","1,391,637","3,811,912","1,155,791","65,517","-46,067","-299,257"
3226,龍鋒,2026/06,"600,114","676,560","2,468,177","610,401","23,595","135,253","-125,181"
3227,原相,2026/06,"6,942,474","805,015","19,575,991","4,413,655","1,428,197","934,116","-68,079"
3228,金麗科,2026/06,"109,241","160,067","792,626","112,038","122,726","5,741","-10,248"
3229,晟鈦,2026/06,"104,626","189,196","1,053,445","371,931",858,"1,851","-8,102"
3230,錦明,2026/06,"455,001","259,205","1,289,306","397,815","13,790","-70,652","-25,248"
3231,緯創,2026/06,"123,163,873","105,103,557","1,573,108,981","1,295,840,944","17,499,663","-251,356,473","-23,556,274"
3232,昱捷,2026/06,"193,966","261,389","1,194,232","503,316","6,514","-23,451","-41,261"
3234,光環,2026/06,"351,343","393,404","1,259,869","547,861","61,337","-40,716","-38,337"
3236,千如,2026/06,"648,228","1,560,936","3,489,889","1,699,853","54,986","211,535","-158,935"
3252,海灣,2026/06,"119,703","3,152,709","3,974,381","1,968,959",0,"28,607","-56,558"
3257,虹冠電,2026/06,"172,342","142,053","2,364,976","750,355","69,884","90,478","-2,131"
3259,鑫創,2026/06,"50,191","82,542","486,914","148,566","54,897","-123,906","-2,857"
3260,威剛,2026/06,"6,360,331","12,420,603","110,656,822","69,608,962","1,043,125","-8,392,303","-720,503"
3264,欣銓,2026/06,"1,825,775","28,230,450","41,333,257","21,706,278","302,690","2,541,239","-7,007,305"
3265,台星科,2026/06,"2,876,164","5,690,008","10,770,225","4,453,508","4,968","735,430","-1,381,110"
3266,昇陽,2026/06,"1,275,600","91,811","16,028,349","9,795,435",769,"-714,583","-2,912"
3268,海德威,2026/06,"63,973","25,774","1,006,389","525,228","14,029","-11,455",-559
3272,東碩,2026/06,"605,183","1,702,533","4,664,553","3,781,638","96,254","-140,732","-24,859"
3276,宇環,2026/06,"209,614","91,397","1,557,622","630,742",0,"-6,526","-9,534"
3284,太普高,2026/06,"621,452","152,343","3,678,748","1,815,198","2,061","-104,388","-5,694"
3285,微端,2026/06,"538,359","97,721","1,341,454","697,962","5,888","95,291","-1,338"
3287,廣寰科,2026/06,"141,843","124,404","1,319,890","439,584","4,519","59,951","-17,699"
3288,點晶,2026/06,"4,763","2,801","192,263","86,381","14,684","8,388",0
3289,宜特,2026/06,"657,858","3,990,122","8,639,062","3,892,083","144,468","490,341","-258,637"
3290,東浦,2026/06,"1,259,804","1,755,333","6,356,475","3,857,626","54,349","23,613","-150,106"
3293,鈊象,2026/06,"8,028,888","2,815,613","33,615,315","18,496,423","2,687,943","8,007,175","-42,815"
3294,英濟,2026/06,"1,272,987","896,663","5,420,348","3,033,483","85,589","187,462","-187,195"
3296,勝德,2026/06,"624,755","487,524","2,264,530","985,409","38,951","-48,453","-53,709"
3297,杭特,2026/06,"57,717","273,641","750,309","144,811","27,916","-42,676","-1,156"
3303,岱稜,2026/06,"876,033","1,215,367","4,326,292","1,936,184","60,820","135,555","-93,595"
3305,昇貿,2026/06,"2,093,832","1,690,778","15,068,826","8,988,219","53,850","-1,204,516","-53,002"
3306,鼎天,2026/06,"241,611","14,278","4,493,023","448,023","89,632","15,546","-2,248"
3308,聯德,2026/06,"448,752","503,679","2,177,996","1,018,445","2,362","-1,393","-29,805"
3310,佳穎,2026/06,"805,046","457,062","6,651,483","4,842,862","38,434","180,954","-13,106"
3311,閎暉,2026/06,"617,061","506,473","5,207,220","1,551,629","23,801","-80,862","-88,929"
3312,弘憶股,2026/06,"2,514,834","323,423","12,917,645","8,896,319","15,790","-75,669","-1,799"
3313,斐成,2026/06,"804,868","3,214","3,711,107","1,524,735",0,"10,019",0
3317,尼克森,2026/06,"2,058,086","355,711","4,197,171","817,668","106,573","249,743","-18,009"
3321,同泰,2026/06,"127,342","380,663","2,054,239","1,382,872","43,714","8,313","-34,043"
3322,建舜電,2026/06,"272,636","1,567,500","3,563,453","1,982,364","90,287","-46,330","-95,129"
3323,加百裕,2026/06,"928,410","388,238","4,558,377","2,095,309","95,041","-90,512","-22,590"
3324,雙鴻,2026/06,"4,572,028","7,551,545","33,901,834","20,049,278","933,983","376,071","-1,976,616"
3325,旭品,2026/06,"332,514","395,769","1,748,580","723,149","6,534","-132,385","-16,343"
3332,幸康,2026/06,"911,798","621,825","2,617,425","727,374","99,636","109,870","-34,038"
3338,泰碩,2026/06,"649,978","532,364","3,745,875","1,785,882","92,055","-75,239","-25,674"
3339,泰谷,2026/06,"328,571","280,075","1,532,864","795,351","61,001","-56,898","-141,492"
3342,飛虹科,2026/06,"25,944","31,028","238,377","217,259","3,747","-1,382",0
3346,麗清,2026/06,"2,721,636","1,574,541","10,468,549","6,886,110","184,504","-140,763","-93,007"
3349,寶德,2026/06,"209,722","20,615","541,211","234,770","22,445","9,586",-577
3354,律勝,2026/06,"117,823","353,640","875,718","98,565","28,122","-2,594","-2,778"
3356,奇偶,2026/06,"722,559","2,017","3,457,335","614,747","70,828","21,190",-485
3357,臺慶科,2026/06,"2,591,072","4,474,649","16,713,384","4,999,667","123,106","343,756","-288,095"
3360,尚立,2026/06,"949,652","382,908","5,000,333","4,183,342","14,968","-52,649","-5,527"
3362,先進光,2026/06,"1,035,279","5,167,675","10,872,031","6,954,093","257,114","2,918","-501,561"
3363,上詮,2026/06,"4,269,781","760,855","6,430,987","713,835","116,605","-151,980","-171,274"
3369,鐵研,2026/06,"64,618","68,911","711,368","446,383","4,191","26,864","-26,094"
3372,典範,2026/06,"223,756","886,987","1,850,077","366,347","5,813","-12,697","-49,122"
3373,熱映,2026/06,"109,458","88,555","859,520","72,496","30,470","-24,636","-2,448"
3374,精材,2026/06,"6,124,816","10,048,653","18,395,515","8,535,572","160,619","1,650,325","-1,617,766"
3376,新日興,2026/06,"1,804,658","6,971,641","22,829,406","6,287,555","337,386","72,537","-250,405"
3379,彬台,2026/06,"171,245","177,090","1,178,171","572,572",0,"-140,803",-242
3380,明泰,2026/06,"5,320,783","3,596,678","25,777,401","12,890,194","932,734","-869,662","-49,157"
3388,崇越電,2026/06,"2,714,143","944,903","7,664,931","2,548,040",0,"-166,389","-501,772"
3390,旭軟,2026/06,"511,671","790,572","2,166,237","732,692","24,476","-8,644","-149,540"
3402,漢科,2026/06,"2,470,583","1,389,343","6,991,305","4,876,471","10,026","62,416","-128,769"
3406,玉晶光,2026/06,"13,193,797","18,365,775","44,636,723","17,597,964","1,165,285","2,916,924","-699,534"
3413,京鼎,2026/06,"6,514,513","10,465,951","30,321,786","12,291,275","439,984","-98,720","-1,440,970"
3416,融程電,2026/06,"710,790","1,609,656","5,539,798","1,969,960","131,746","13,505","-9,442"
3419,譁裕,2026/06,"186,327","665,715","1,888,297","995,671","81,544","-110,168","-13,178"
3430,奇鈦科,2026/06,"399,065","576,121","1,850,051","664,501","17,361","124,591","-160,728"
3432,台端,2026/06,"179,275","67,448","441,803","147,606","2,479","-69,965",-128
3434,哲固,2026/06,"107,943","243,672","713,286","247,183","19,210","35,191","-7,039"
3437,榮創,2026/06,"891,258","570,832","2,789,301","496,752","49,335","-150,664","-37,796"
3438,類比科,2026/06,"946,639","491,273","3,346,184","585,810","120,884","34,139","-5,386"
3441,聯一光,2026/06,"637,839","43,814","1,150,436","306,452","2,534","46,894","-1,293"
3443,創意,2026/06,"10,034,146","2,216,193","37,385,404","23,920,056","2,059,611","5,223,546","-848,752"
3444,利機,2026/06,"707,777","297,451","1,664,912","615,530","15,472","-7,346","-12,875"
3447,展達,2026/06,"942,563","184,378","3,139,385","1,898,360","53,713","298,887","-18,339"
3450,聯鈞,2026/06,"3,087,311","5,561,664","15,550,708","6,965,105","171,490","1,021,541","-783,537"
3455,由田,2026/06,"604,696","1,342,037","4,151,583","1,751,995","118,283","-117,942","-25,175"
3465,進泰電子,2026/06,"76,836","647,052","2,649,406","1,829,398","29,675","-495,360","-158,715"
3466,德晉,2026/06,"1,031,282","474,853","1,796,386","384,694","1,351","-131,953","-48,651"
3467,台灣精材,2026/06,"216,687","337,623","956,620","352,798","23,785","34,953","-76,449"
3473,智通聯網,2026/06,"52,755","67,260","803,141","363,917","98,107","-179,554","-27,414"
3479,安勤,2026/06,"1,438,272","2,108,487","9,178,765","5,267,683","188,534","-630,248","-188,139"
3481,群創,2026/06,"84,407,916","98,732,956","402,705,327","175,275,668","5,883,847","14,334,953","-5,194,751"
3483,力致,2026/06,"1,848,399","2,168,185","9,517,162","4,644,368","350,558","313,741","-289,919"
3484,崧騰,2026/06,"1,885,968","1,089,319","5,330,289","2,041,620","118,846","122,733","-21,160"
3485,敘豐,2026/06,"2,180,523","165,546","2,918,059","512,639","13,146","85,865","-1,603"
3489,森寶,2026/06,"395,575",285,"4,227,585","3,291,165",0,"-207,338",0
3490,單井,2026/06,"179,968","1,015,619","2,474,655","893,138",0,"13,448","-56,203"
3491,昇達科,2026/06,"1,979,339","2,176,028","7,243,612","2,702,360","144,515","132,311","-433,967"
3492,長盛,2026/06,"261,619","131,923","1,000,931","357,747","2,685","11,611","-5,344"
3494,誠研,2026/06,"46,701","1,203,740","1,832,625","1,216,741","19,666","-71,154","-29,467"
3498,陽程,2026/06,"1,339,685","582,778","5,350,957","2,857,413","128,453","727,446","-9,929"
3499,環天科,2026/06,"187,892","215,745","671,763","243,785","20,565","-33,069","-2,896"
3501,維熹,2026/06,"1,368,437","3,112,015","9,931,242","2,898,111","16,681","-288,110","-172,123"
3504,揚明光,2026/06,"1,256,838","1,452,426","4,455,284","1,609,497","128,933","126,954","-103,606"
3508,位速,2026/06,"457,148","942,645","2,765,048","2,301,135","41,116","-69,561","-7,071"
3511,矽瑪,2026/06,"332,628","712,521","2,528,323","764,400","37,628","37,774","-27,466"
3512,皇龍,2026/06,"632,870","49,819","6,328,310","3,825,994",300,"-1,220,506",-125
3515,華擎,2026/06,"3,017,932","1,443,332","31,675,274","16,603,317","1,114,435","-3,717,285","-25,106"
3516,亞帝歐,2026/06,"228,299","1,594,805","2,988,333","1,288,839","18,767","208,304","-286,496"
3518,柏騰,2026/06,"587,651","905,310","2,439,565","733,989","18,369","49,191","-64,379"
