firm_id,firm_name,date,rd_exp,capx,oancf,assets,ppe,cash,debt,industry,TEJ子產業代碼,mkt_cap,year,firm_findep,findep_s,log_rd,size,cash_ratio,tangibility,leverage,tobin_q,monetary_tightening,inter_tight_findep
1217,愛之味,2026/06,22196.0,89552.0,102130,15700133,2081298,552580,7240174,12A,12A,4856118.0,2026,-0.140454707879221,1.2494094861951703,10.007712423593661,16.569179741620236,0.035195880187766565,0.13256562858416548,0.4611536730293941,0.7704579317894951,,
1218,泰山,2026/06,10621.0,35821.0,356968,14344134,1216138,927695,2814738,12B,12B,8924982.0,2026,-8.96532760112783,-0.7699072718135969,9.270682600982344,16.47885163610858,0.0646741727315152,0.08478295029870747,0.19622920421685966,0.8184335143550667,,
1219,福壽,2026/06,24257.0,155856.0,-220394,9637800,3994238,832111,5628012,12B,12B,4265475.0,2026,2.4140873626937687,-0.7699072718135969,10.096501738868826,16.081203424773914,0.0863382722198012,0.4144346220091722,0.5839519392392455,1.0265296021913715,,
1220,台榮,2026/06,0.0,49226.0,10149,3480202,1170647,269289,991872,12B,12B,2036397.0,2026,0.7938284646325112,-0.7699072718135969,0.0,15.062600896043065,0.07737740510464622,0.3363732909756388,0.2850041463110475,0.8701417331522711,,
1225,福懋油,2026/06,19988.0,26242.0,183315,8590942,2863593,1653037,4318673,12B,12B,7062112.0,2026,-5.985557503239082,-0.7699072718135969,9.902937401230647,15.966218950346095,0.19241626820434826,0.33332700884256933,0.5027007515590258,1.3247423856429248,,
1227,佳格,2026/06,86012.0,322693.0,180710,31014453,5160275,2060251,12431323,12Z,12Z,26857892.0,2026,0.4399940500723598,-1.7185556498950278,11.362253726602399,17.24996387960639,0.06642873888506111,0.16638291186370432,0.40082354507429163,1.266803415813911,,
1229,聯華,2026/06,43679.0,112129.0,1287962,111355653,4450931,5964728,22368830,12B,12B,77136525.0,2026,-10.48643080737365,-0.7699072718135969,10.684645610418787,18.528239718228132,0.0535646627657062,0.039970409046049954,0.20087736363056485,0.8935815319586874,,
1231,聯華食,2026/06,68709.0,823272.0,274492,16317886,8576901,628538,8798733,12Z,12Z,25995343.0,2026,0.666584069420556,-1.7185556498950278,11.137650028025122,16.607772364796215,0.03851834729081941,0.5256134893943982,0.5392078973955328,2.132266152613151,,
1232,大統益,2026/06,4980.0,165312.0,696778,10715479,1308669,3172462,4974265,12B,12B,22636463.0,2026,-3.2149269260549747,-0.7699072718135969,8.513385953073284,16.187199889577055,0.29606347975671454,0.1221288381042042,0.46421303238054035,2.5767143027390564,,
1233,天仁,2026/06,3110.0,25065.0,148645,2198756,885255,186635,791202,12Z,12Z,2545635.0,2026,-4.9303810093756235,-1.7185556498950278,8.042699496897637,14.603402303853377,0.08488208787150553,0.4026162975791766,0.3598407463129151,1.5176022259859665,,
1234,黑松,2026/06,27537.0,86785.0,430475,24359164,6132497,1282802,5923049,12C,12C,13442585.0,2026,-3.9602465863916576,0.693150356081714,10.223322148004318,17.008418681662068,0.05266198790730257,0.2517531800352426,0.24315485539651524,0.7950040485790071,,
1235,興泰,2026/06,0.0,126.0,-3370,5137050,190711,56603,2273605,12B,12B,6864239.0,2026,27.746031746031747,-0.7699072718135969,0.0,15.451989542709414,0.011018580702932617,0.03712461432144908,0.4425896185553966,1.7788115747364732,,
1236,宏亞,2026/06,10310.0,15618.0,97110,3575495,2172977,65152,963253,12Z,12Z,2231856.0,2026,-5.2178255858624665,-1.7185556498950278,9.240966565517944,15.089614186063793,0.0182218126441234,0.6077415854308285,0.26940409649572994,0.8936130521787893,,
1240,茂生農經,2026/06,3421.0,10957.0,25464,2315123,407134,128626,753544,12B,12B,2543340.0,2026,-1.323993793921694,-0.7699072718135969,8.137980454452139,14.65497337584049,0.05555903509230395,0.17585847490608492,0.3254876738730512,1.4240642937761838,,
1259,安心,2026/06,0.0,213879.0,439646,7179432,2164282,784605,4365952,27A,27A2,1846230.0,2026,-1.0555828295438074,-2.1087227344526234,0.0,15.786730829260057,0.10928510779125702,0.30145588118948685,0.6081194166892311,0.8652748573981898,,
1264,德麥,2026/06,37778.0,191219.0,386806,6185771,2450482,758277,1785139,12Z,12Z,9985514.0,2026,-1.0228429183292456,-1.7185556498950278,10.539508671673955,15.637762212466598,0.12258407238159964,0.39614819235952964,0.2885879545169066,1.9028594818657205,,
1268,漢來美食,2026/06,15268.0,503125.0,515879,7503998,2491886,824180,5102764,27A,27A2,7135856.0,2026,-0.025349565217391304,-2.1087227344526234,9.633579908183512,15.830946503143641,0.10983211882519159,0.33207444884713455,0.6800060447777305,1.6309465967341676,,
1294,漢田生技,2026/06,7435.0,23927.0,79888,1227050,538708,264054,404762,17C,17C2,2412131.0,2026,-2.3388222510134993,0.008617877337973031,8.914088348841334,14.02012347265905,0.21519416486695733,0.4390269345177458,0.32986593863330754,2.2956627684283446,,
1295,生合,2026/06,59960.0,113347.0,93153,3226020,2042683,305469,1915344,17C,17C2,1804800.0,2026,0.17816086883640503,0.008617877337973031,11.001449629862652,14.986759737276095,0.0946891215801514,0.6331898128343904,0.5937173359123626,1.153168300258523,,
1301,台塑,2026/06,565433.0,6422038.0,-4083686,780961318,127124818,10990533,206699163,13A,13A1,346932885.0,2026,1.6358863027593422,0.7975761201212441,13.245348856851736,20.476036177768147,0.014073082426343681,0.16277991632871117,0.2646727286433923,0.7089109732320955,,
1303,南亞,2026/06,0.0,7776074.0,3278205,723033450,210088042,41946162,225379100,13A,13A1,1320481863.0,2026,0.5784241507989765,0.7975761201212441,0.0,20.398966044612987,0.05801413752019357,0.29056476156116984,0.3117132409295863,2.1380213640184973,,
1304,台聚,2026/06,247198.0,2072906.0,-538301,64724193,28976816,4713272,29815460,13A,13A1,16107752.0,2026,1.259684230736946,0.7975761201212441,12.417948959250047,17.985645615389732,0.0728208693154351,0.4476968295301882,0.460654024685947,0.7095215849195678,,
1305,華夏,2026/06,17295.0,1196924.0,242286,18746179,11503540,969419,10549958,13A,13A1,7611755.0,2026,0.7975761201212441,0.7975761201212441,9.758230539878989,16.746500502946702,0.0517128850631374,0.6136471864479689,0.5627791135462858,0.9688221263650582,,
